INFO 2025-09-30 03:09:53,258 autoreload 24184 22652 Watching for file changes with StatReloader
INFO 2025-09-30 03:10:25,707 autoreload 25680 14784 Watching for file changes with StatReloader
INFO 2025-09-30 03:10:49,305 schema 11808 26248 Fetching projects for organization: other-organization
INFO 2025-09-30 03:10:49,370 schema 11808 26248 Fetching projects for organization: test-organization
WARNING 2025-09-30 03:11:56,912 log 25680 25852 Not Found: /
WARNING 2025-09-30 03:11:56,913 basehttp 25680 25852 "GET / HTTP/1.1" 404 2167
WARNING 2025-09-30 03:11:59,560 log 25680 25852 Not Found: /favicon.ico
WARNING 2025-09-30 03:11:59,561 basehttp 25680 25852 "GET /favicon.ico HTTP/1.1" 404 2218
INFO 2025-09-30 03:12:08,218 basehttp 25680 25852 "GET /graphql/ HTTP/1.1" 200 2611
INFO 2025-09-30 03:12:08,697 basehttp 25680 25852 "GET /static/graphene_django/graphiql.js HTTP/1.1" 200 4037
INFO 2025-09-30 03:12:09,373 views 25680 25852 GraphQL request from 127.0.0.1
INFO 2025-09-30 03:12:09,439 basehttp 25680 25852 "POST /graphql/ HTTP/1.1" 200 41561
INFO 2025-09-30 03:12:16,950 views 25680 25852 GraphQL request from 127.0.0.1
ERROR 2025-09-30 03:12:16,952 views 25680 25852 GraphQL errors: [GraphQLSyntaxError('Syntax Error: Unexpected <EOF>.', locations=[SourceLocation(line=31, column=1)])]
WARNING 2025-09-30 03:12:16,953 log 25680 25852 Bad Request: /graphql/
WARNING 2025-09-30 03:12:16,953 basehttp 25680 25852 "POST /graphql/ HTTP/1.1" 400 95
INFO 2025-09-30 03:12:26,691 views 25680 25852 GraphQL request from 127.0.0.1
INFO 2025-09-30 03:12:26,775 basehttp 25680 25852 "POST /graphql/ HTTP/1.1" 200 41561
INFO 2025-09-30 03:49:00,827 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:00,972 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:01,453 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:04,629 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:05,130 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:05,337 basehttp 25680 24952 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-09-30 03:49:42,517 autoreload 25744 384 Watching for file changes with StatReloader
INFO 2025-10-01 10:48:42,536 autoreload 23884 6252 Watching for file changes with StatReloader
INFO 2025-10-01 10:49:06,618 autoreload 2932 3216 Watching for file changes with StatReloader
INFO 2025-10-01 10:49:28,360 basehttp 2932 17160 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-10-01 10:49:29,694 basehttp 2932 17160 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-10-01 10:49:31,695 basehttp 2932 17160 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-10-01 10:49:36,932 basehttp 2932 17160 "OPTIONS /graphql/ HTTP/1.1" 200 0
INFO 2025-10-01 10:49:37,034 basehttp 2932 17160 "OPTIONS /graphql/ HTTP/1.1" 200 0
